"";"hb_author";"hb_university";"hb_age";"hb_subject";"hb_age_today";"hb_vwl2015_u40_rank";"hb_vwl2015_u40_score";"hb_vwl2015_cr_rank";"hb_vwl2015_cr_score";"hb_vwl2015_lw_rank";"hb_vwl2015_lw_score";"hb_bwl2014_u40_rank";"hb_bwl2014_u40_score";"hb_bwl2014_lw_rank";"hb_bwl2014_lw_score";"hb_bwl2014_cr_rank";"hb_bwl2014_cr_score";"hb_vwl2013_u40_rank";"hb_vwl2013_u40_score";"hb_vwl2013_cr_rank";"hb_vwl2013_cr_score";"hb_vwl2013_lw_rank";"hb_vwl2013_lw_score";"hb_bwl2012_u40_rank";"hb_bwl2012_u40_score";"hb_bwl2012_cr_rank";"hb_bwl2012_cr_score";"hb_bwl2012_lw_rank";"hb_bwl2012_lw_score";"hb_vwl2011_u40_rank";"hb_vwl2011_u40_score";"hb_vwl2011_cr_rank";"hb_vwl2011_cr_score";"hb_vwl2011_lw_rank";"hb_vwl2011_lw_score";"hb_vwl2010_u40_rank";"hb_vwl2010_u40_score";"hb_vwl2010_cr_rank";"hb_vwl2010_cr_score";"hb_vwl2010_lw_rank";"hb_vwl2010_lw_score";"hb_bwl2009_u40_rank";"hb_bwl2009_u40_score";"hb_bwl2009_cr_rank";"hb_bwl2009_cr_score";"hb_bwl2009_lw_rank";"hb_bwl2009_lw_score";"rp_rank";"rp_author";"rp_average_rank_score";"rp_aabs.views_rank";"rp_aabs.views_score";"rp_abs.views_rank";"rp_abs.views_score";"rp_ad.cites_rank";"rp_ad.cites_score";"rp_adown.loads_rank";"rp_adownloads_score";"rp_adsc.cites_rank";"rp_adsc.cites_score";"rp_affiliation";"rp_anb.cites_rank";"rp_anb.cites_score";"rp_anb.pages_rank";"rp_anb.pages_score";"rp_anb.works_rank";"rp_anb.works_score";"rp_asc.cites_rank";"rp_asc.cites_score";"rp_asc.pages_rank";"rp_asc.pages_score";"rp_asc.works_rank";"rp_asc.works_score";"rp_awdsc.cites_rank";"rp_awdsc.cites_score";"rp_awsc.cites_rank";"rp_awsc.cites_score";"rp_awsc.pages_rank";"rp_awsc.pages_score";"rp_awsc.works_rank";"rp_awsc.works_score";"rp_bet.weenn_rank";"rp_between_score";"rp_close_rank";"rp_close_score";"rp_d.cites_rank";"rp_d.cites_score";"rp_dnb.works_rank";"rp_dnb.works_score";"rp_down.loads_rank";"rp_downloads_score";"rp_dsc.cites_rank";"rp_dsc.cites_score";"rp_h.index_rank";"rp_h.index_score";"rp_nb.cites_rank";"rp_nb.cites_score";"rp_nb.pages_rank";"rp_nb.pages_score";"rp_nb.works_rank";"rp_nb.works_score";"rp_ncau.thors_rank";"rp_ncauthors_score";"rp_nep.cites_rank";"rp_nep.cites_score";"rp_rcau.thors_rank";"rp_rcauthors_score";"rp_sc.cites_rank";"rp_sc.cites_score";"rp_sc.pages_rank";"rp_sc.pages_score";"rp_sc.works_rank";"rp_sc.works_score";"rp_stu.dents_rank";"rp_students_score";"rp_wdsc.cites_rank";"rp_wdsc.cites_score";"rp_wsc.cites_rank";"rp_wsc.cites_score";"rp_wsc.pages_rank";"rp_wsc.pages_score";"rp_wsc.works_rank";"rp_wsc.works_score";"gs_id";"gs_author";"gs_affiliation";"gs_total_cites";"gs_h_index";"gs_i_index";"gs_fields";"gs_citation_2015";"gs_citation_2014";"gs_citation_2013";"gs_citation_2012";"gs_citation_2011";"gs_citation_2010";"gs_citation_2009";"gs_citation_2008";"gs_citation_2007";"rp_age_estimated";"age_combined";"subject_fields";"hb_commonscore"
"2630";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1673;"rp_author_1716";1600,8;1879;1207,75;1397;2553;2048;110,79;1412;387,29;2383;NA;"World Bank Group, Washington, District of Columbia (USA), Economics Research, World Bank Group, Washington, District of Columbia (USA)";2234;417,2;1938;508;2918;NA;2646;NA;2075;5908,39;2172;582,21;2601;NA;2873;NA;2401;NA;2593;NA;445;10,77;307;4,5;1387;254,24;1987;73;1139;798;1758;541,51;1017;17;1583;915;1121;930;2515;NA;1569;582;905;82,33;1638;435,82;2008;6421,81;1532;10951,9;1597;1107,6;2590;NA;1960;99,1;2204;278,34;1869;450,77;2018;48,93;"RRevF6oAAAAJ";"gs_author_1249";"World Bank";5270;31;44;"firm. institution. corruption. investment climate. marriage. china.";511;583;585;492;510;389;413;355;NA;52;52;NA;NA
"2631";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1674;"rp_author_1717";1602,09;1626;1317,58;900;3283;1198;173,73;825;533,16;1830;314,9;"Economics Research, World Bank Group, Washington, District of Columbia (USA)";1610;568;3440;NA;2315;NA;2392;NA;3323;NA;3163;NA;2047;54,78;2674;NA;4051;NA;3133;NA;804;7,61;870;4,65;879;364,74;1813;76;319;1553;1420;671,93;723;19;1258;1134;2385;NA;1214;133;1407;625;1546;75,36;1544;455,41;1963;6574,76;2729;NA;2697;NA;2590;NA;1652;117,95;2251;271,69;3585;NA;2697;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;48;NA;NA
"2632";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1675;"rp_author_1718";1602,26;2960;NA;2388;NA;1290;163,3;2755;NA;1778;322,81;"European Central Bank, Frankfurt am Main, Germany";1183;730,66;1882;517,83;2728;NA;1763;4552,45;3836;NA;2088;599,01;1929;59,23;1960;195,87;4531;NA;2180;29,64;425;11,11;231;4,47;1130;300,51;2725;NA;2620;NA;1613;600,14;1017;17;1199;1174;1846;735;2468;NA;1069;773;755;84,28;1133;573,59;1812;7250,16;4265;NA;1898;979,06;2590;NA;1763;109,85;1984;314,55;5210;NA;1973;49,75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;54;NA;NA
"2633";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1676;"rp_author_1719";1602,8;5014;NA;2717;NA;1492;144,96;3258;NA;984;551,78;"Department of Economics, Harvard University, Cambridge, Massachusetts (USA)";2214;420,33;11769;NA;14345;NA;1457;5627;1849;6474,41;3272;NA;873;124,31;1266;319,72;1759;319,98;2722;NA;17229;NA;8262;NA;1060;315,49;10257;NA;1839;595;686;1197,91;2247;12;1630;895;8253;NA;6709;NA;1108;753;1938;72,23;1090;585,4;1095;11921,3;1163;13212,5;2167;887,92;622;609,61;627;267,85;953;673,66;1085;659,41;1842;52,85;"NOXfz64AAAAJ";"gs_author_1250";"Harvard University";3715;18;21;"international macroeconomics";392;618;468;427;304;290;268;173;NA;46;46;"F";NA
"2634";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1677;"rp_author_1720";1604,28;4019;NA;2431;NA;2102;107,91;2709;NA;1547;363,12;"Istituto Einaudi per l'Economia e la Finanza (EIEF), Roma, Italy";2221;419,5;3263;NA;3302;NA;1882;4246,14;789;11080;938;1039,07;1432;80,07;1880;205,34;713;578,55;919;57,25;2434;NA;2408;NA;2187;170,64;3681;NA;2120;544;1705;559,02;1383;15;2191;667;2795;NA;1592;117;1908;496;1525;76,17;1831;393,77;1924;6721,07;760;16884,3;1014;1505,45;2590;NA;1614;120,74;1943;322,22;792;822,8;1057;79,46;"Nbq-35wAAAAJ";"gs_author_1251";"University of Sassari and EIEF";3064;21;28;"economics";146;259;190;142;143;157;170;219;NA;48;48;"A";NA
"2635";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1678;"rp_author_1721";1605,54;1029;1745,17;660;3941;3672;NA;1803;335,16;5195;NA;"Centrum voor Economische StudiÎn, Faculteit Economie en Bedrijfswetenschappen, KU Leuven, Leuven, Belgium";3467;NA;1571;567,91;1666;66,33;5546;NA;1602;7127,98;1696;699,66;5520;NA;6295;NA;1559;351,82;1919;33,55;973;6,71;670;4,61;2808;NA;1012;101;1202;771;3741;NA;1621;14;2927;NA;830;1066;465;202;4156;NA;1864;73,18;4352;NA;4302;NA;723;17470,3;835;1703,65;2590;NA;3903;NA;4720;NA;692;892,02;945;86,11;"4B2iB80AAAAJ";"gs_author_1252";NA;2201;24;48;"microeconomics";298;331;285;201;245;178;166;141;NA;42;42;"D";NA
"2636";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1679;"rp_author_1722";1605,57;622;2332,25;398;5164;1365;156,15;586;658,91;2263;249,79;"World Bank Group, Washington, District of Columbia (USA)";1798;512,25;3419;NA;2385;NA;2798;NA;5639;NA;3468;NA;2533;NA;2993;NA;6581;NA;4079;NA;2710;NA;1607;4,76;1147;296,84;1188;93;413;1383;1863;511,74;1383;15;1394;1026;1997;705;1317;128;1014;801;1451;76,31;1127;576,18;2202;5820,89;4444;NA;2612;NA;2590;NA;2088;92,68;2369;NA;5425;NA;3262;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49;49;NA;NA
"2637";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1680;"rp_author_1723";1607,11;7055;NA;9466;NA;1919;117,62;6480;NA;1899;302,75;"Centre de Recherche en …conomie et Statistique (CREST), Groupe des …coles Nationales d'…conomie et Statistique (GENES), Paris, France";1185;729;1441;592,33;2229;56,83;1116;7239,06;557;13839,1;861;1093,85;1431;80,11;844;456,36;509;711,12;893;58,2;10546;NA;2492;NA;2827;NA;3681;NA;9088;NA;2790;NA;2247;12;1772;822;2236;667;3423;NA;2214;439;2446;NA;2077;357,92;1628;8092,77;916;15182,4;1393;1215,24;2590;NA;2194;87,71;1283;507,14;839;795,07;1398;65,31;"2PYbTcIAAAAJ";"gs_author_1253";"Paris";5922;36;58;"economic theory, macroeconomics, monetary economics, microeconomic theory, general equilibrium theory";128;190;217;207;171;204;223;219;NA;77;77;"E";NA
"2638";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1681;"rp_author_1724";1608,52;10285;NA;13370;NA;415;358,83;9807;NA;651;744,7;"Department of Finance, College of Business Administration, University of Illinois at Chicago, Chicago, Illinois (USA)";523;1351;9748;NA;12811;NA;805;9630,6;3236;NA;4996;NA;814;131,73;976;400,54;2849;NA;4645;NA;16080;NA;29373;NA;834;375,31;14270;NA;11647;NA;1166;790,71;9663;NA;929;1451;11707;NA;16604;NA;724;983;431;88,35;760;739,87;1244;10600,6;3980;NA;5997;NA;2590;NA;1378;140,14;1463;441,68;3386;NA;5424;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;71;NA;NA
"2639";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1682;"rp_author_1725";1609,11;7278;NA;6507;NA;1377;154,92;8226;NA;1354;413,17;"Economics Department, Michigan State University, East Lansing, Michigan (USA)";1344;661,5;2211;473,03;4376;NA;1264;6453,12;1299;8239,06;2069;603;1289;87,6;1284;316,25;1162;420,01;2170;29,77;4438;NA;3450;NA;1483;239,55;2818;NA;6761;NA;1324;705,83;1188;16;1482;976;1401;839;3143;NA;1370;641;1297;78,23;1326;508,93;1260;10454,9;935;15066,5;1517;1152,76;1421;1390,61;1199;157,3;1206;538,18;886;762,57;1704;56,57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;60;NA;NA
"2640";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1683;"rp_author_1726";1612,46;1619;1319,67;2709;NA;1846;121,36;1331;400,66;1817;316,85;"Department of Economics, Johns Hopkins University, Baltimore, Maryland (USA)";1547;588;1510;578;2225;56,83;1505;5440,75;854;10613,9;1012;997,33;1756;65,95;1338;300,96;773;552,54;973;55,47;7629;NA;7135;NA;2853;NA;2983;NA;2598;NA;2680;NA;1017;17;2253;654;2371;NA;3332;NA;2156;448;1506;76,2;2157;346,66;2109;6080,61;1353;11977,6;1477;1168,42;417;415,12;2559;NA;1880;335,39;1154;634,88;1401;65,24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59;59;NA;NA
"2641";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1684;"rp_author_1727";1612,51;8021;NA;7066;NA;1487;145,44;11522;NA;1109;492,67;"Finance Department, Wharton School of Business, University of Pennsylvania, Philadelphia, Pennsylvania (USA)";981;856;4818;NA;4735;NA;775;10011,9;862;10590;2074;601,39;1156;96,33;759;503,84;824;529,32;2049;NA;10403;NA;22844;NA;1607;225,14;4614;NA;11051;NA;1215;757,63;1188;16;1052;1318;5180;NA;4340;NA;1747;534;4405;NA;1707;419,17;817;15665,3;1064;13946,3;2623;NA;2590;NA;1292;148,35;785;790,55;994;704,77;2494;NA;"IdwX0s8AAAAJ";"gs_author_1254";"Wharton School";9865;30;37;"asset pricing, capital markets";443;585;619;565;574;561;534;495;NA;63;63;"G";NA
"2642";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1685;"rp_author_1728";1615,77;2292;1054;1431;2518;1474;146,41;1979;315,21;1677;339,48;"Economics Research, World Bank Group, Washington, District of Columbia (USA)";1543;588,61;5218;NA;5360;NA;1724;4648,35;2699;NA;2767;NA;1809;63,67;1845;209,6;2608;NA;2594;NA;1525;4,89;450;4,55;955;342,83;3336;NA;1414;703;1163;792,5;859;18;1043;1326;2809;NA;3217;NA;1052;781;1332;77,36;1087;586,44;1246;10578,7;1688;10146,9;1974;949,74;2590;NA;1297;147,91;1389;474,77;1789;466,56;2052;48,28;"DFGaXzQAAAAJ";"gs_author_1255";NA;6946;37;73;"finance, economics";671;961;830;688;637;525;497;381;NA;47;47;"G";NA
"2643";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1686;"rp_author_1729";1615,83;7151;NA;8844;NA;1445;149,12;11449;NA;1316;423,39;"Department of Finance and Business Economics, Marshall School of Business, University of Southern California, Los Angeles, California (USA)";1123;763,66;1233;638,5;4485;NA;1075;7491,53;531;14105,6;1789;675,07;1339;85,25;1115;357,19;561;671,47;1865;34,31;5655;NA;6110;NA;2068;178,87;5101;NA;13450;NA;1889;504,27;859;18;1528;949;1833;737;6709;NA;2025;474;1038;81,17;2015;367,29;1436;9219,12;871;15657,3;2396;NA;2590;NA;1881;102,74;1448;447,94;927;743,53;2258;44,42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;53;53;NA;NA
"2644";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1687;"rp_author_1730";1616,07;1275;1515,05;1433;2514;5875;NA;4373;NA;3190;NA;"Economics Department, Eller College of Management, University of Arizona, Tucson, Arizona (USA), National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)";5675;NA;721;806,16;857;91,2;3334;NA;923;10207,6;713;1223,66;3184;NA;3083;NA;1262;402,87;712;67,03;3287;NA;9711;NA;5849;NA;808;111;4870;NA;3426;NA;4044;NA;5481;NA;701;1136;1281;130;5027;NA;2564;NA;4751;NA;3379;NA;1024;14218,1;721;1867,81;1086;1080,05;3322;NA;3061;NA;1239;609,12;689;105,22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61;61;NA;NA
"2645";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1688;"rp_author_1731";1616,97;1551;1352,33;989;3140;1328;159,68;1110;444,66;1719;330,61;"CESifo, M¸nchen, Germany";1151;748,75;3405;NA;2148;57,83;1516;5399,87;3913;NA;2626;NA;1986;56,83;1869;206,44;4927;NA;3404;NA;872;7,2;549;4,58;1502;237,33;1765;77;770;1002;1997;481,49;1188;16;1260;1133;2173;676;1536;119;1166;727;1004;81,28;1209;546,54;1707;7769,56;2748;NA;2224;872,84;2590;NA;2301;83,08;2084;298,57;3649;NA;2995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2646";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1689;"rp_author_1732";1617,3;5728;NA;4068;NA;1059;189;5970;NA;1315;423,42;"Department of Economics, Simon Fraser University, Burnaby, Canada";801;1014,33;6667;NA;8663;NA;988;8055,86;4708;NA;3690;NA;1450;79,04;1129;353,69;4914;NA;5869;NA;12432;NA;14875;NA;727;414,13;8633;NA;4191;NA;943;938,87;1907;13;554;2094;7457;NA;11659;NA;680;1021;506;87,36;672;794,7;724;16825,59;3972;NA;4209;NA;2590;NA;1047;177,7;816;760,41;3887;NA;5742;NA;"-CI5NbwAAAAJ";"gs_author_1256";"Simon Fraser University";20906;35;61;"behavioral economics, environmental economics, cost benefit analysis";1162;1456;1378;1252;1242;1230;1158;1034;NA;83;83;"D";NA
"2647";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1690;"rp_author_1733";1617,87;1374;1447,45;1558;2373;5329;NA;3230;NA;19627;NA;"Department of Agribusiness and Applied Economics, North Dakota State University, Fargo, North Dakota (USA)";4522;NA;14003;NA;62;222,45;13907;NA;18132;NA;6520;NA;26755;NA;22680;NA;19704;NA;19289;NA;8729;NA;21224;NA;7122;NA;41;289;4803;NA;20613;NA;9663;NA;5621;NA;16449;NA;64;376;15891;NA;21871;NA;15820;NA;14832;NA;20256;NA;7921;NA;2590;NA;27001;NA;23090;NA;21591;NA;21519;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2648";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1691;"rp_author_1734";1619,43;6847;NA;8078;NA;2786;NA;7649;NA;1844;312,73;NA;2213;420,66;2694;NA;4485;NA;1199;6780,97;583;13331,4;1204;893,07;1562;74,02;1011;385,78;522;701,64;1223;47,1;21217;NA;24332;NA;2816;NA;4614;NA;8941;NA;1747;544,82;1621;14;2014;724;2696;NA;4763;NA;2344;NA;3730;NA;2190;341,99;1049;12411,1;608;19098;1301;1266,14;2590;NA;1432;135,59;853;735,48;530;1020,29;1315;68,35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2649";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1692;"rp_author_1735";1619,72;2558;NA;3856;NA;843;223,39;1918;321,16;1344;416,85;"Department of Economics, University of Illinois at Urbana-Champaign, Urbana-Champaign, Illinois (USA)";973;860,33;418;985,16;1451;70,66;1586;5166,52;1468;7600,14;2230;570,13;1440;79,54;1721;226,4;2016;284,08;2719;NA;969;6,75;1879;4,79;1409;250,13;1528;83;3026;NA;2103;459,91;859;18;1519;955;733;1118;2338;NA;2434;NA;1630;75,15;2513;NA;2253;5665,91;2139;8480,99;2703;NA;1364;1337,72;2200;87,52;2441;NA;2738;NA;3031;NA;"7ndQvtwAAAAJ";"gs_author_1257";"University of Illinois";5678;42;78;"urban economics, spatial econometrics, real estate";433;651;570;553;395;421;404;364;NA;57;57;"R";NA
"2650";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1693;"rp_author_1736";1621,18;7651;NA;9781;NA;1379;154,9;5848;NA;730;691,29;"Department of Economics, University of Minnesota, Minneapolis, Minnesota (USA)";1724;534;5659;NA;7543;NA;861;9008,04;892;10387,4;1383;815,08;650;157,37;743;512,36;938;486,56;887;58,46;20527;NA;11031;NA;2181;170,81;9411;NA;6472;NA;1217;756,42;3306;NA;2360;NA;6286;NA;8303;NA;2637;NA;1103;80,25;2416;NA;1254;10505,8;1176;13161,7;1856;995,25;2143;2067,71;1094;170,82;1102;588,9;1062;669,33;1259;70,14;"z8C1lHAAAAAJ";"gs_author_1258";"University of Minnesota";1734;11;12;"economics";143;198;155;146;137;118;94;75;NA;52;52;"A";NA
"2651";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1694;"rp_author_1737";1622,2;1927;1190,33;3069;NA;7433;NA;2668;NA;8018;NA;"Central Bank of the United Arab Emirates, Abu-Dhabi, United Arab Emirates";7231;NA;40;1862,5;666;101;8423;NA;1975;6118,63;2888;NA;7564;NA;8196;NA;3199;NA;4475;NA;1373;5,23;11082;NA;8985;NA;920;105;3831;NA;9778;NA;9663;NA;8180;NA;92;2135;1487;121;6662;NA;7367;NA;7090;NA;9822;NA;2697;NA;3759;NA;2590;NA;9298;NA;9557;NA;4109;NA;5549;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58;58;NA;NA
"2652";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1695;"rp_author_1738";1625,55;3306;NA;1731;2233;2021;112,29;2573;NA;1742;327,51;"Economics Department, Georgetown University, Washington, District of Columbia (USA), Institute for the Study of Labor (IZA), Bonn, Germany";2019;458,83;6256;NA;4639;NA;1714;4682,67;2393;NA;1766;682,26;1628;71,66;1626;243,04;2234;258,13;1753;35,95;3875;NA;3013;NA;1153;295,92;3554;NA;1544;667;1114;821,92;1383;15;1285;1107;3382;NA;2079;102;930;847;674;85,3;944;647,69;1279;10356,9;1628;10457,9;1216;1332,14;1302;1272,4;1053;176,98;1241;523,42;1538;524,81;1203;72,45;"GldtqOIAAAAJ";"gs_author_1259";"Georgetown University";3932;26;41;"search theory, labor economics";281;398;323;346;336;340;299;247;NA;68;68;"J";NA
"2653";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1697;"rp_author_1739";1627,77;3286;NA;3342;NA;1431;150,19;4438;NA;1271;440,71;"Economics Department, University of Michigan, Ann Arbor, Michigan (USA), Gerald R. Ford School of Public Policy, University of Michigan, Ann Arbor, Michigan (USA)";1075;790,33;2942;NA;3326;NA;1014;7837,12;1870;6393,01;887;1071,94;1307;86,99;1056;371,9;1706;328,01;802;62,08;7149;NA;5428;NA;1694;215,88;5670;NA;4539;NA;1468;648,47;1017;17;1313;1084;3357;NA;3143;NA;1697;546;3212;NA;1667;429,44;1216;10887;1845;9416,28;954;1560,69;2590;NA;1494;130,69;1233;525,8;1631;503,03;865;91,15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56;56;NA;NA
